	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	featureData.symbol
ENSG00000125826	40.78477879	2.600983256	0.179899696	14.45796356	2.23E-47	3.61E-45	RBCK1
ENSG00000168394	59.25060013	1.896883999	0.131946699	14.3761384	7.31E-47	1.16E-44	TAP1
ENSG00000113387	101.4110573	1.748375058	0.122644098	14.25568034	4.13E-46	6.43E-44	SUB1
ENSG00000116663	25.32006482	3.967917883	0.280653803	14.13812263	2.21E-45	3.37E-43	FBXO6
ENSG00000204397	34.93648874	2.537240374	0.180965887	14.02054506	1.17E-44	1.75E-42	CARD16
ENSG00000123609	57.97693409	2.238870995	0.161214205	13.88755413	7.54E-44	1.11E-41	NMI
ENSG00000013374	32.02150928	2.371176483	0.170832384	13.8801346	8.36E-44	1.21E-41	NUB1
ENSG00000162614	23.71061706	5.119052721	0.37227394	13.75076839	5.04E-43	7.15E-41	NEXN
ENSG00000025708	83.65371054	1.757791337	0.128785441	13.64899112	2.05E-42	2.85E-40	TYMP
ENSG00000173193	46.81758304	2.162801961	0.162488938	13.31045665	2.01E-40	2.76E-38	PARP14
ENSG00000181381	20.20636395	3.67516637	0.278721292	13.18581133	1.06E-39	1.43E-37	DDX60L
ENSG00000173821	27.44323941	2.850808417	0.21690815	13.14292902	1.87E-39	2.48E-37	RNF213
ENSG00000140105	39.45929478	3.292938291	0.2513472	13.10115367	3.24E-39	4.23E-37	WARS
ENSG00000102524	21.81740297	4.811301076	0.369136581	13.03393196	7.85E-39	1.01E-36	TNFSF13B
ENSG00000115267	24.42814117	2.906837269	0.223622264	12.99887236	1.24E-38	1.57E-36	IFIH1
ENSG00000136147	30.2378364	2.135928264	0.166574273	12.82267801	1.22E-37	1.52E-35	PHF11
ENSG00000114127	29.93410521	2.738728555	0.21582518	12.68956917	6.76E-37	8.28E-35	XRN1
ENSG00000136213	32.98878009	3.250288426	0.256311892	12.68098957	7.54E-37	9.10E-35	CHST12
ENSG00000162654	81.94884545	2.361364038	0.186977475	12.6291364	1.46E-36	1.73E-34	GBP4
ENSG00000197536	23.56696456	2.484569362	0.197540253	12.57753457	2.81E-36	3.29E-34	C5orf56
ENSG00000111335	20.60038363	3.81104155	0.308492914	12.35374095	4.65E-35	5.37E-33	OAS2
ENSG00000152061	25.88147268	2.721689717	0.223568746	12.17383811	4.28E-34	4.81E-32	RABGAP1L
ENSG00000140968	101.3556013	1.923506092	0.158003036	12.17385525	4.28E-34	4.81E-32	IRF8
ENSG00000111331	18.71276835	5.209319646	0.428953012	12.14426638	6.15E-34	6.82E-32	OAS3
ENSG00000168961	17.42688999	3.186266092	0.270043731	11.79907447	3.95E-32	4.25E-30	LGALS9
ENSG00000137959	75.17501768	4.296144866	0.364441394	11.78830103	4.48E-32	4.77E-30	IFI44L
ENSG00000138496	19.17556417	2.962115054	0.25216177	11.74688399	7.33E-32	7.69E-30	PARP9
ENSG00000086061	123.9029754	1.080791648	0.092558883	11.67680096	1.67E-31	1.74E-29	DNAJA1
ENSG00000152778	19.0976563	3.167108793	0.273419827	11.58331794	5.01E-31	5.12E-29	IFIT5
ENSG00000163563	21.24970204	4.259423813	0.368943146	11.54493276	7.83E-31	7.91E-29	MNDA
ENSG00000137965	27.319276	3.632335376	0.316288593	11.48424399	1.58E-30	1.58E-28	IFI44
ENSG00000174021	72.23703562	1.287745163	0.112176151	11.47966967	1.67E-30	1.65E-28	GNG5
ENSG00000185885	15.98868374	4.055039541	0.357010998	11.35830428	6.74E-30	6.57E-28	IFITM1
ENSG00000145287	52.93528475	2.885857779	0.257662404	11.20015079	4.07E-29	3.92E-27	PLAC8
ENSG00000157601	193.0953894	4.588755098	0.417818561	10.98265019	4.63E-28	4.41E-26	MX1
ENSG00000235750	16.63677489	3.28559566	0.299469407	10.97139	5.25E-28	4.93E-26	KIAA0040
ENSG00000130813	22.20305608	2.277254118	0.211290709	10.77782421	4.38E-27	4.07E-25	C19orf66
ENSG00000069493	77.13028728	1.846256164	0.171976083	10.73554026	6.93E-27	6.37E-25	CLEC2D
ENSG00000100220	42.9275379	1.78090057	0.166450196	10.69929992	1.03E-26	9.32E-25	RTCB
ENSG00000213689	17.32066017	2.446665063	0.228990793	10.68455648	1.20E-26	1.08E-24	TREX1
ENSG00000120690	39.57943407	1.591285683	0.149020937	10.6782692	1.29E-26	1.14E-24	ELF1
ENSG00000141753	17.15459712	3.270380004	0.307715238	10.62794299	2.21E-26	1.94E-24	IGFBP4
ENSG00000135535	65.23895721	1.432177202	0.135466868	10.57215854	4.01E-26	3.49E-24	CD164
ENSG00000115415	35.7805687	3.067620107	0.296129359	10.3590543	3.81E-25	3.27E-23	STAT1
ENSG00000162645	96.82807895	1.608822635	0.157843683	10.19250568	2.14E-24	1.82E-22	GBP2
ENSG00000122417	24.24878888	1.978393558	0.194641902	10.16427364	2.86E-24	2.39E-22	ODF2L
ENSG00000101596	46.15626434	1.628009962	0.160165693	10.16453607	2.85E-24	2.39E-22	SMCHD1
ENSG00000196954	43.99523428	1.525431425	0.150096036	10.16303605	2.90E-24	2.39E-22	CASP4
ENSG00000256262	12.69300754	2.968192991	0.295575105	10.042094	9.95E-24	8.13E-22	USP30-AS1
ENSG00000004468	17.30131522	4.682056543	0.466340661	10.03999208	1.02E-23	8.22E-22	CD38
ENSG00000067066	67.55589845	1.208501473	0.120427985	10.03505516	1.07E-23	8.56E-22	SP100
ENSG00000117091	77.64872339	1.426649391	0.142183382	10.03386871	1.08E-23	8.58E-22	CD48
ENSG00000138642	10.92136258	4.295570655	0.42866811	10.02073761	1.24E-23	9.70E-22	HERC6
ENSG00000140511	17.43342753	3.799470904	0.382064969	9.944567578	2.66E-23	2.07E-21	HAPLN3
ENSG00000141682	81.05135888	1.45700717	0.14774287	9.861776544	6.10E-23	4.69E-21	PMAIP1
ENSG00000112773	13.92179757	2.894493868	0.294261294	9.836475009	7.84E-23	5.98E-21	FAM46A
ENSG00000154451	19.64838328	3.203439539	0.325982346	9.827033824	8.61E-23	6.51E-21	GBP5
ENSG00000169248	23.94366202	6.523505489	0.664880574	9.811544732	1.00E-22	7.52E-21	CXCL11
ENSG00000146859	18.5897669	2.194177439	0.225878127	9.713988122	2.63E-22	1.95E-20	TMEM140
ENSG00000247982	14.38788601	-2.583193384	0.2680184	-9.638119572	5.52E-22	4.06E-20	LINC00926
ENSG00000136514	11.36440572	3.212830063	0.335016798	9.590056623	8.80E-22	6.41E-20	RTP4
ENSG00000178741	89.951586	1.82241915	0.190388434	9.572110628	1.05E-21	7.56E-20	COX5A
ENSG00000105402	23.74583868	1.857505295	0.194515735	9.549383199	1.30E-21	9.34E-20	NAPA
ENSG00000156136	39.06937853	1.331068696	0.139722397	9.526523495	1.63E-21	1.15E-19	DCK
ENSG00000108771	9.621522906	4.225784913	0.448728407	9.417244033	4.63E-21	3.26E-19	DHX58
ENSG00000145088	20.01080769	2.889368409	0.308096842	9.378117589	6.72E-21	4.68E-19	EAF2
ENSG00000160710	23.21420867	1.661112669	0.177486274	9.359104996	8.04E-21	5.56E-19	ADAR
ENSG00000137752	20.67772531	1.984672325	0.212383906	9.344739753	9.21E-21	6.31E-19	CASP1
ENSG00000142089	49.46235066	5.190416867	0.556231609	9.331395024	1.04E-20	7.10E-19	IFITM3
ENSG00000138035	18.37477826	2.222072217	0.23938921	9.282257198	1.66E-20	1.12E-18	PNPT1
ENSG00000137628	9.129522233	3.534117961	0.380872948	9.278994437	1.71E-20	1.14E-18	DDX60
ENSG00000137198	9.801472284	4.189299203	0.453270899	9.24237407	2.41E-20	1.60E-18	GMPR
ENSG00000003402	39.23982325	1.323959314	0.145891451	9.07496158	1.14E-19	7.48E-18	CFLAR
ENSG00000108700	8.437978861	5.242061652	0.579953914	9.038755544	1.58E-19	1.03E-17	CCL8
ENSG00000086065	34.17482991	1.373211099	0.153513543	8.945211422	3.71E-19	2.40E-17	CHMP5
ENSG00000103966	10.57192629	2.978446135	0.333633237	8.927306422	4.37E-19	2.78E-17	EHD4
ENSG00000107262	27.64416576	1.574687224	0.178625005	8.815603506	1.19E-18	7.52E-17	BAG1
ENSG00000078081	8.853287887	5.797393627	0.661259182	8.767203213	1.83E-18	1.14E-16	LAMP3
ENSG00000124256	9.085657427	3.662293948	0.421259838	8.693669849	3.51E-18	2.17E-16	ZBP1
ENSG00000130589	9.86195801	3.078783021	0.354879776	8.675566296	4.11E-18	2.52E-16	HELZ2
ENSG00000084207	131.646214	-1.318674661	0.152053237	-8.672453691	4.23E-18	2.57E-16	GSTP1
ENSG00000170340	11.39733747	2.441182739	0.282571428	8.639170489	5.66E-18	3.42E-16	B3GNT2
ENSG00000139921	20.55444237	1.656194442	0.193327062	8.566800857	1.06E-17	6.37E-16	TMX1
ENSG00000125347	56.99335002	1.322537225	0.154548601	8.557419584	1.15E-17	6.86E-16	IRF1
ENSG00000173221	19.67250864	1.7000228	0.198813678	8.550834202	1.22E-17	7.21E-16	GLRX
ENSG00000119655	77.33090421	1.418347307	0.1670235	8.491902674	2.03E-17	1.19E-15	NPC2
ENSG00000139180	31.01382493	1.488020904	0.175986236	8.455325489	2.78E-17	1.62E-15	NDUFA9
ENSG00000140464	8.094774152	3.257804465	0.386025564	8.439349015	3.19E-17	1.84E-15	PML
ENSG00000196141	7.325563351	4.262402075	0.505529993	8.431551315	3.41E-17	1.96E-15	SPATS2L
ENSG00000196684	16.3614408	1.883683395	0.223471851	8.429175263	3.48E-17	1.98E-15	HSH2D
ENSG00000059378	15.51333593	1.771470795	0.21354373	8.295587944	1.08E-16	6.07E-15	PARP12
ENSG00000066336	13.68975319	-2.227148646	0.269224908	-8.272446506	1.31E-16	7.32E-15	SPI1
ENSG00000124795	40.55357737	1.37466414	0.167906555	8.187078446	2.68E-16	1.46E-14	DEK
ENSG00000221963	7.091475802	3.720845042	0.455488977	8.1689025	3.11E-16	1.69E-14	APOL6
ENSG00000131203	7.009991434	3.899600842	0.481162868	8.10453404	5.29E-16	2.84E-14	IDO1
ENSG00000185862	30.21234167	-1.569952202	0.193868245	-8.09803691	5.59E-16	2.97E-14	EVI2B
ENSG00000168899	16.74701561	2.225124353	0.277330514	8.023366497	1.03E-15	5.44E-14	VAMP5
ENSG00000117318	139.2229426	-1.061899821	0.133427612	-7.958621223	1.74E-15	9.08E-14	ID3
ENSG00000110057	10.04579177	2.670843199	0.335571688	7.959083838	1.73E-15	9.08E-14	UNC93B1
ENSG00000153113	34.96575127	1.298322612	0.163583077	7.936778277	2.08E-15	1.08E-13	CAST
ENSG00000108691	11.49372777	2.478245629	0.312385703	7.933287625	2.13E-15	1.10E-13	CCL2
ENSG00000163840	9.025148091	2.79648497	0.353846389	7.90310444	2.72E-15	1.39E-13	DTX3L
ENSG00000151689	10.3989872	3.675592176	0.469486812	7.828957233	4.92E-15	2.47E-13	INPP1
ENSG00000017483	11.14351603	2.539111403	0.327245705	7.759036594	8.56E-15	4.27E-13	SLC38A5
ENSG00000170581	8.508739521	2.688691342	0.348619945	7.712385315	1.23E-14	6.13E-13	STAT2
ENSG00000196664	5.600913679	4.889565607	0.642633223	7.608641182	2.77E-14	1.36E-12	TLR7
ENSG00000175567	20.10117414	-1.896545936	0.251313277	-7.546540948	4.47E-14	2.18E-12	UCP2
ENSG00000114450	9.375950332	2.28710718	0.303191583	7.543438899	4.58E-14	2.22E-12	GNB4
ENSG00000101347	6.42157148	3.501536009	0.46444572	7.539171659	4.73E-14	2.28E-12	SAMHD1
ENSG00000005810	20.87650344	1.418247337	0.188925082	7.506929846	6.05E-14	2.90E-12	MYCBP2
ENSG00000152558	94.25207774	1.032260575	0.137533202	7.505537295	6.12E-14	2.91E-12	TMEM123
ENSG00000129515	25.13136161	1.359503932	0.181537949	7.488813987	6.95E-14	3.25E-12	SNX6
ENSG00000204267	19.64744012	1.754923484	0.234505439	7.483508663	7.24E-14	3.36E-12	TAP2
ENSG00000026103	7.034678285	3.190163007	0.426910017	7.472682486	7.86E-14	3.63E-12	FAS
ENSG00000154102	9.332326648	-2.981631161	0.399492138	-7.463554036	8.42E-14	3.87E-12	C16orf74
ENSG00000134470	6.094748379	3.240848559	0.43528627	7.445326864	9.67E-14	4.42E-12	IL15RA
ENSG00000124201	8.134894542	2.631797549	0.35414455	7.431421859	1.07E-13	4.88E-12	ZNFX1
ENSG00000136560	25.28512546	1.283723133	0.173450901	7.401075049	1.35E-13	6.10E-12	TANK
ENSG00000133321	20.66710036	1.683226396	0.227744538	7.390852961	1.46E-13	6.55E-12	RARRES3
ENSG00000010030	7.096508422	4.456910118	0.606784805	7.345124802	2.06E-13	9.18E-12	ETV7
ENSG00000168310	20.03208117	1.498531822	0.204656555	7.322178477	2.44E-13	1.08E-11	IRF2
ENSG00000128383	4.534873247	4.183048333	0.573753977	7.290665511	3.08E-13	1.36E-11	APOBEC3A
ENSG00000166411	14.05396214	1.672262371	0.22978364	7.277551935	3.40E-13	1.49E-11	IDH3A
ENSG00000100100	17.50668227	-1.449106572	0.20149982	-7.191602331	6.40E-13	2.78E-11	PIK3IP1
ENSG00000177606	39.23909339	-1.318555459	0.185089957	-7.123862781	1.05E-12	4.54E-11	JUN
ENSG00000269640	8.029006624	2.527670779	0.355435184	7.11148162	1.15E-12	4.94E-11	CTD-2521M24.9
ENSG00000130592	28.71220518	-1.305880098	0.183906648	-7.100777002	1.24E-12	5.31E-11	LSP1
ENSG00000177721	15.3669564	1.83596174	0.258632161	7.098737188	1.26E-12	5.36E-11	ANXA2R
ENSG00000132109	7.952962721	2.462325673	0.348879206	7.057817231	1.69E-12	7.16E-11	TRIM21
ENSG00000126432	44.12398037	-1.063427936	0.150689081	-7.057100128	1.70E-12	7.16E-11	PRDX5
ENSG00000113368	8.1240338	2.194538656	0.311371025	7.04798609	1.82E-12	7.61E-11	LMNB1
ENSG00000035720	9.592562621	1.990373146	0.282481499	7.046030114	1.84E-12	7.67E-11	STAP1
ENSG00000141837	4.75518427	3.966847882	0.565766319	7.011459945	2.36E-12	9.78E-11	CACNA1A
ENSG00000059588	4.715895415	3.476284811	0.498719082	6.970426712	3.16E-12	1.30E-10	TARBP1
ENSG00000007312	42.3777692	-1.766790045	0.254973833	-6.929299454	4.23E-12	1.73E-10	CD79B
ENSG00000185947	17.54916429	1.500743276	0.217478097	6.900664007	5.18E-12	2.10E-10	ZNF267
ENSG00000166750	15.95000985	2.896650735	0.420180891	6.89381835	5.43E-12	2.20E-10	SLFN5
ENSG00000148175	5.334199084	3.136921375	0.456329087	6.87425252	6.23E-12	2.51E-10	STOM
ENSG00000132965	44.59355764	-1.110310882	0.162497515	-6.832786831	8.33E-12	3.33E-10	ALOX5AP
ENSG00000172936	7.509995231	2.437303571	0.357505673	6.817524185	9.26E-12	3.69E-10	MYD88
ENSG00000064886	9.003165195	2.286351108	0.336679268	6.790887716	1.11E-11	4.42E-10	CHI3L2
ENSG00000038210	7.299217006	2.464342959	0.365154914	6.748760232	1.49E-11	5.88E-10	PI4K2B
ENSG00000132842	12.80968059	2.147669827	0.318862639	6.735407559	1.63E-11	6.42E-10	AP3B1
ENSG00000111224	6.19141901	2.487936956	0.369427302	6.734577924	1.64E-11	6.42E-10	PARP11
ENSG00000103811	31.46243163	-1.288030449	0.193113975	-6.669794101	2.56E-11	9.91E-10	CTSH
ENSG00000106537	17.60401966	1.447452548	0.219045936	6.607986327	3.90E-11	1.49E-09	TSPAN13
ENSG00000102760	27.5958602	-1.778249238	0.270696072	-6.569172673	5.06E-11	1.93E-09	RGCC
ENSG00000104518	15.74974566	1.470751198	0.225702086	6.516338522	7.20E-11	2.72E-09	GSDMD
ENSG00000172349	13.31750639	-1.579253183	0.242460018	-6.513458153	7.34E-11	2.76E-09	IL16
ENSG00000233276	14.85222537	-1.458521741	0.224775323	-6.488798343	8.65E-11	3.22E-09	GPX1
ENSG00000197448	24.3153065	1.033131037	0.159802718	6.465040472	1.01E-10	3.74E-09	GSTK1
ENSG00000213928	17.90476943	1.497559633	0.233832392	6.404414813	1.51E-10	5.55E-09	IRF9
ENSG00000067225	86.80137799	-1.000048998	0.157102434	-6.365585644	1.95E-10	7.09E-09	PKM
ENSG00000133313	20.86361614	1.355024881	0.213251214	6.354125059	2.10E-10	7.60E-09	CNDP2
ENSG00000103642	32.13038277	1.464863794	0.230574681	6.353099094	2.11E-10	7.62E-09	LACTB
ENSG00000106785	6.096660518	2.522794633	0.397860719	6.340898995	2.28E-10	8.21E-09	TRIM14
ENSG00000187239	30.24138257	-1.134580097	0.180724554	-6.277952124	3.43E-10	1.23E-08	FNBP1
ENSG00000112320	2.975929146	4.482454318	0.714232571	6.275902972	3.48E-10	1.24E-08	SOBP
ENSG00000184305	5.019730759	2.665629523	0.425781404	6.26055882	3.84E-10	1.36E-08	CCSER1
ENSG00000135900	18.18757168	1.38205559	0.221096923	6.250903761	4.08E-10	1.44E-08	MRPL44
ENSG00000112096	35.25767374	1.7391514	0.278413815	6.24664189	4.19E-10	1.47E-08	SOD2
ENSG00000157514	33.14767545	-1.413296926	0.226419881	-6.24192947	4.32E-10	1.51E-08	TSC22D3
ENSG00000155363	3.335639427	3.542952371	0.568869118	6.228062414	4.72E-10	1.65E-08	MOV10
ENSG00000138593	8.635284264	1.726762203	0.277732995	6.217346288	5.06E-10	1.75E-08	SECISBP2L
ENSG00000165949	20.57277243	3.895668081	0.627410421	6.209122368	5.33E-10	1.83E-08	IFI27
ENSG00000135148	5.75232211	2.677600798	0.433657467	6.174460269	6.64E-10	2.24E-08	TRAFD1
ENSG00000143384	35.82656262	1.14246645	0.185277113	6.166257848	6.99E-10	2.35E-08	MCL1
ENSG00000242574	24.12050003	-1.38704526	0.227030143	-6.109520268	9.99E-10	3.33E-08	HLA-DMB
ENSG00000173786	6.98895042	1.984865246	0.326532272	6.078618912	1.21E-09	4.02E-08	CNP
ENSG00000079263	25.04873323	1.50220181	0.249899778	6.011217061	1.84E-09	6.05E-08	SP140
ENSG00000144848	25.38179656	1.025488523	0.172974831	5.928541838	3.06E-09	9.97E-08	ATG3
ENSG00000204257	51.78451612	-1.005052256	0.170884952	-5.881455575	4.07E-09	1.30E-07	HLA-DMA
ENSG00000136689	2.342458986	4.182031918	0.72452832	5.772075159	7.83E-09	2.45E-07	IL1RN
ENSG00000111846	4.848634081	2.517011158	0.436532335	5.76592146	8.12E-09	2.54E-07	GCNT2
ENSG00000135655	19.54354985	1.205039184	0.209968154	5.739152165	9.52E-09	2.96E-07	USP15
ENSG00000151466	4.485867873	2.575694019	0.448901927	5.73776556	9.59E-09	2.97E-07	SCLT1
ENSG00000054654	12.22631313	1.417843425	0.247755275	5.722757768	1.05E-08	3.23E-07	SYNE2
ENSG00000175130	20.77909427	-1.228923633	0.217321861	-5.654855094	1.56E-08	4.78E-07	MARCKSL1
ENSG00000137673	4.911085764	-3.629335681	0.643787569	-5.637473998	1.73E-08	5.25E-07	MMP7
ENSG00000123992	21.35306394	1.028023125	0.183147444	5.61309022	1.99E-08	6.01E-07	DNPEP
ENSG00000110848	82.36340671	1.269089701	0.226115218	5.612579791	1.99E-08	6.01E-07	CD69
ENSG00000196843	41.95877903	1.034027475	0.1846647	5.599486383	2.15E-08	6.46E-07	ARID5A
ENSG00000100644	18.89272749	1.040243418	0.185984029	5.593186801	2.23E-08	6.68E-07	HIF1A
ENSG00000133740	2.628708348	3.433523484	0.617045322	5.564459146	2.63E-08	7.85E-07	E2F5
ENSG00000111912	3.365711441	2.635083976	0.473938415	5.559971276	2.70E-08	8.02E-07	NCOA7
ENSG00000164430	6.924157411	1.993980679	0.359461107	5.547138863	2.90E-08	8.60E-07	MB21D1
ENSG00000114439	27.01193977	1.118683527	0.204376586	5.4736384	4.41E-08	1.30E-06	BBX
ENSG00000105643	10.09623762	-1.442028392	0.263632482	-5.469843408	4.50E-08	1.32E-06	ARRDC2
ENSG00000013364	14.29531474	1.233591216	0.227224603	5.428950901	5.67E-08	1.64E-06	MVP
ENSG00000120526	10.22569884	1.566125404	0.288935999	5.420319403	5.95E-08	1.72E-06	NUDCD1
ENSG00000213512	14.23814602	1.897255874	0.350392887	5.414652939	6.14E-08	1.77E-06	GBP7
ENSG00000163947	4.678973236	2.180796994	0.405054713	5.383956594	7.29E-08	2.09E-06	ARHGEF3
ENSG00000138600	13.88532819	1.240835682	0.230872749	5.374543716	7.68E-08	2.19E-06	SPPL2A
ENSG00000164056	4.107023703	-2.574115662	0.481707997	-5.343726235	9.11E-08	2.58E-06	SPRY1
ENSG00000221914	19.25646694	1.153313996	0.215927823	5.341201417	9.23E-08	2.61E-06	PPP2R2A
ENSG00000198087	6.388397749	2.301826556	0.431105575	5.339356963	9.33E-08	2.63E-06	CD2AP
ENSG00000105835	13.31365351	1.221358296	0.229999886	5.310256082	1.09E-07	3.05E-06	NAMPT
ENSG00000139278	27.88721625	-1.161428957	0.220100282	-5.276817209	1.31E-07	3.64E-06	GLIPR1
ENSG00000233016	13.89131952	-1.379702579	0.26259673	-5.254073733	1.49E-07	4.11E-06	SNHG7
ENSG00000105287	4.703505186	2.066720272	0.393969604	5.245887627	1.56E-07	4.28E-06	PRKD2
ENSG00000071203	2.004969318	3.920137414	0.749085347	5.233232004	1.67E-07	4.57E-06	MS4A12
ENSG00000105939	11.21806677	1.394872448	0.26705389	5.223187155	1.76E-07	4.80E-06	ZC3HAV1
ENSG00000170296	11.99471493	-1.255644054	0.241844456	-5.19194888	2.08E-07	5.61E-06	GABARAP
ENSG00000196116	6.35426526	2.11063619	0.407932385	5.173985361	2.29E-07	6.10E-06	TDRD7
ENSG00000117475	6.439835652	1.753156463	0.339306165	5.16688656	2.38E-07	6.31E-06	BLZF1
ENSG00000217555	7.755922531	-1.815575993	0.354175109	-5.126210022	2.96E-07	7.81E-06	CKLF
ENSG00000132256	4.048489285	2.432042195	0.475016104	5.11991525	3.06E-07	8.05E-06	TRIM5
ENSG00000139291	10.45828028	1.356819595	0.265608797	5.108338317	3.25E-07	8.53E-06	TMEM19
ENSG00000110944	3.843189633	-2.876861697	0.563572285	-5.104689803	3.31E-07	8.67E-06	IL23A
ENSG00000121380	1.84391796	3.55682501	0.697211822	5.101498419	3.37E-07	8.79E-06	BCL2L14
ENSG00000171604	7.669978745	-1.811447946	0.355787218	-5.091380052	3.55E-07	9.24E-06	CXXC5
ENSG00000128340	29.82026397	1.052935476	0.208622675	5.047080706	4.49E-07	1.15E-05	RAC2
ENSG00000128284	6.724061894	1.532435883	0.304518192	5.0323295	4.85E-07	1.23E-05	APOL3
ENSG00000186654	2.635251836	2.720524642	0.541552217	5.023568469	5.07E-07	1.29E-05	PRR5
ENSG00000115232	10.61497159	1.457619385	0.291297496	5.003885736	5.62E-07	1.42E-05	ITGA4
ENSG00000213047	4.394801253	2.309517357	0.461722566	5.001959032	5.68E-07	1.42E-05	DENND1B
