	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	featureData.symbol
ENSG00000196141	11.1154083	2.980971059	0.387730711	7.688251087	1.49E-14	9.04E-13	SPATS2L
ENSG00000130813	9.850386826	3.225680134	0.421939346	7.644890588	2.09E-14	1.25E-12	C19orf66
ENSG00000188290	25.69061837	5.563183656	0.72782996	7.643521095	2.11E-14	1.26E-12	HES4
ENSG00000167461	18.37893988	1.796787679	0.235770082	7.620931646	2.52E-14	1.48E-12	RAB8A
ENSG00000149131	7.020733291	4.474138499	0.591725205	7.56117614	3.99E-14	2.30E-12	SERPING1
ENSG00000136213	7.414363713	3.728622065	0.493630139	7.553473275	4.24E-14	2.42E-12	CHST12
ENSG00000139278	15.42546965	-2.37624616	0.315219777	-7.538379047	4.76E-14	2.69E-12	GLIPR1
ENSG00000105402	18.93508371	1.886278701	0.253936305	7.428156827	1.10E-13	6.18E-12	NAPA
ENSG00000136689	13.04276682	5.975522811	0.805862435	7.415065586	1.22E-13	6.76E-12	IL1RN
ENSG00000197536	7.667663073	3.048718799	0.413651903	7.370252086	1.70E-13	9.38E-12	C5orf56
ENSG00000135486	39.72894415	-1.221016761	0.167630713	-7.283968078	3.24E-13	1.77E-11	HNRNPA1
ENSG00000124357	18.21766526	1.83809131	0.252956629	7.266428701	3.69E-13	2.00E-11	NAGK
ENSG00000173821	14.32901415	2.172481046	0.299149204	7.262198975	3.81E-13	2.04E-11	RNF213
ENSG00000185885	6.719449268	4.58639567	0.634682779	7.226280312	4.96E-13	2.64E-11	IFITM1
ENSG00000181381	7.696333175	3.522900164	0.489708714	7.193868644	6.30E-13	3.32E-11	DDX60L
ENSG00000150459	54.80178752	1.099516868	0.1531283	7.180363561	6.95E-13	3.63E-11	SAP18
ENSG00000017483	6.665847749	5.309837055	0.750340847	7.076566708	1.48E-12	7.55E-11	SLC38A5
ENSG00000108700	10.98187751	6.836334316	0.966123654	7.076044862	1.48E-12	7.55E-11	CCL8
ENSG00000170340	7.697951187	3.191980849	0.456361646	6.994410854	2.66E-12	1.32E-10	B3GNT2
ENSG00000148175	6.875988618	3.630300565	0.51901348	6.994617099	2.66E-12	1.32E-10	STOM
ENSG00000136514	6.270497698	4.499424368	0.643612549	6.99088975	2.73E-12	1.35E-10	RTP4
ENSG00000145287	27.84035569	3.262480576	0.468159718	6.968734061	3.20E-12	1.56E-10	PLAC8
ENSG00000059378	7.615321188	3.328992734	0.478487048	6.95733092	3.47E-12	1.68E-10	PARP12
ENSG00000161921	32.20875198	-2.133177625	0.309912111	-6.883169603	5.85E-12	2.81E-10	CXCL16
ENSG00000205302	16.10539435	1.867794789	0.272214199	6.861489202	6.81E-12	3.25E-10	SNX2
ENSG00000100129	18.67297914	-1.571600509	0.230663592	-6.813387814	9.53E-12	4.51E-10	EIF3L
ENSG00000111669	34.86318434	-1.225473371	0.179939952	-6.810457346	9.73E-12	4.57E-10	TPI1
ENSG00000132963	37.00302529	1.470067897	0.21607427	6.803530561	1.02E-11	4.76E-10	POMP
ENSG00000010278	29.4183797	-2.987172074	0.440238532	-6.785348977	1.16E-11	5.36E-10	CD9
ENSG00000163666	5.807957035	5.120193975	0.757111146	6.762803592	1.35E-11	6.17E-10	HESX1
ENSG00000137198	6.053715777	4.422857523	0.654006672	6.762710098	1.35E-11	6.17E-10	GMPR
ENSG00000116663	10.46614064	1.929930226	0.286954937	6.725551559	1.75E-11	7.91E-10	FBXO6
ENSG00000136867	12.84337295	2.275794384	0.339622245	6.700957948	2.07E-11	9.29E-10	SLC31A2
ENSG00000013374	15.28207016	2.290696243	0.3430734	6.676985864	2.44E-11	1.09E-09	NUB1
ENSG00000180817	45.38344618	1.560563773	0.236479613	6.599147177	4.14E-11	1.83E-09	PPA1
ENSG00000156136	13.82759381	1.762496683	0.267524604	6.588166673	4.45E-11	1.95E-09	DCK
ENSG00000186480	45.69975776	-2.166493133	0.328931732	-6.58645221	4.50E-11	1.96E-09	INSIG1
ENSG00000100220	12.72816072	1.944244543	0.295232846	6.585461507	4.53E-11	1.96E-09	RTCB
ENSG00000124226	10.62839595	2.207143048	0.336927819	6.550789	5.72E-11	2.46E-09	RNF114
ENSG00000089692	6.265143515	5.630473196	0.863454601	6.520867671	6.99E-11	2.98E-09	LAG3
ENSG00000104518	8.398029439	2.424925205	0.376514187	6.440461718	1.19E-10	5.02E-09	GSDMD
ENSG00000152766	6.944690435	6.325602146	0.982227112	6.44006062	1.19E-10	5.02E-09	ANKRD22
ENSG00000139180	13.16096944	1.907027405	0.29701359	6.420673908	1.36E-10	5.67E-09	NDUFA9
ENSG00000106605	8.599532027	2.366183894	0.369263102	6.407853599	1.48E-10	6.12E-09	BLVRA
ENSG00000254999	28.42166698	-1.19777896	0.187689276	-6.381712302	1.75E-10	7.22E-09	BRK1
ENSG00000152778	4.826334832	3.914646114	0.613725731	6.378494363	1.79E-10	7.32E-09	IFIT5
ENSG00000110848	8.613125027	3.226712386	0.50742865	6.35894797	2.03E-10	8.26E-09	CD69
ENSG00000131979	6.563780964	3.796458372	0.602385051	6.302378131	2.93E-10	1.18E-08	GCH1
ENSG00000213719	82.47366144	1.084627561	0.173764559	6.241937767	4.32E-10	1.73E-08	CLIC1
ENSG00000138642	5.036933519	6.072627568	0.977705579	6.211100457	5.26E-10	2.08E-08	HERC6
ENSG00000101596	11.89002297	2.08603804	0.339166099	6.150491009	7.72E-10	3.03E-08	SMCHD1
ENSG00000103187	35.71137981	-1.149707833	0.188033663	-6.114372377	9.69E-10	3.76E-08	COTL1
ENSG00000136147	12.44989652	2.153939467	0.354003001	6.084523176	1.17E-09	4.51E-08	PHF11
ENSG00000213512	5.141474522	4.519607942	0.743474351	6.079036802	1.21E-09	4.64E-08	GBP7
ENSG00000162645	12.85447909	2.143420005	0.352755901	6.076213032	1.23E-09	4.69E-08	GBP2
ENSG00000104213	4.818768996	5.330407166	0.886240866	6.014625786	1.80E-09	6.83E-08	PDGFRL
ENSG00000140464	5.05972971	3.20050277	0.533920523	5.994343043	2.04E-09	7.69E-08	PML
ENSG00000123737	5.382791098	3.000507143	0.501344327	5.984922901	2.16E-09	8.10E-08	EXOSC9
ENSG00000092010	47.02150626	1.115077742	0.186645091	5.974321292	2.31E-09	8.59E-08	PSME1
ENSG00000163131	43.55652519	1.074511903	0.180337035	5.958354066	2.55E-09	9.41E-08	CTSS
ENSG00000070031	4.649700194	3.838710341	0.6453468	5.948290659	2.71E-09	9.95E-08	SCT
ENSG00000154451	4.862524178	4.760673322	0.805825248	5.907823477	3.47E-09	1.27E-07	GBP5
ENSG00000110057	5.075565832	2.816045	0.477252974	5.900528968	3.62E-09	1.31E-07	UNC93B1
ENSG00000070961	13.22839645	-1.872716663	0.318164603	-5.885999404	3.96E-09	1.43E-07	ATP2B1
ENSG00000269640	4.297646958	4.191088079	0.72638281	5.769806252	7.94E-09	2.81E-07	CTD-2521M24.9
ENSG00000103811	14.99767059	-1.513122946	0.263271176	-5.747393117	9.06E-09	3.19E-07	CTSH
ENSG00000233276	61.07771591	-1.036032646	0.180993933	-5.724129137	1.04E-08	3.64E-07	GPX1
ENSG00000138760	8.803457969	2.079900888	0.363795069	5.717232208	1.08E-08	3.77E-07	SCARB2
ENSG00000170581	3.969323603	3.613954782	0.643883041	5.612750375	1.99E-08	6.89E-07	STAT2
ENSG00000163840	4.219168717	3.195765597	0.572079785	5.586223604	2.32E-08	7.99E-07	DTX3L
ENSG00000111912	5.194958893	3.437246534	0.615503984	5.584442384	2.34E-08	8.02E-07	NCOA7
ENSG00000086065	20.54261548	1.291032092	0.231973748	5.565423255	2.62E-08	8.85E-07	CHMP5
ENSG00000198604	30.60910608	1.395340145	0.251939379	5.53839639	3.05E-08	1.03E-06	BAZ1A
ENSG00000135218	8.352013751	-2.16090095	0.392360189	-5.507441917	3.64E-08	1.22E-06	CD36
ENSG00000124783	8.184294522	2.143955746	0.390778044	5.486377183	4.10E-08	1.36E-06	SSR1
ENSG00000106537	39.71717305	2.154139619	0.392689262	5.485608665	4.12E-08	1.36E-06	TSPAN13
ENSG00000003402	32.50911066	1.557309049	0.28455038	5.472876367	4.43E-08	1.45E-06	CFLAR
ENSG00000151327	20.35351444	1.66760348	0.304860861	5.470047788	4.50E-08	1.47E-06	FAM177A1
ENSG00000138755	5.292420394	4.83830675	0.886190233	5.459670591	4.77E-08	1.55E-06	CXCL9
ENSG00000121380	4.568746544	4.015867513	0.736161821	5.455142332	4.89E-08	1.58E-06	BCL2L14
ENSG00000213689	6.271329153	2.113117511	0.387638143	5.45126311	5.00E-08	1.59E-06	TREX1
ENSG00000125148	11.33072023	2.770609424	0.509900804	5.433624345	5.52E-08	1.75E-06	MT2A
ENSG00000067167	20.00050067	1.110017597	0.204631236	5.424477809	5.81E-08	1.83E-06	TRAM1
ENSG00000111144	5.494436788	-2.405638761	0.443892958	-5.419411864	5.98E-08	1.88E-06	LTA4H
ENSG00000139289	10.48359369	-1.926910361	0.356662888	-5.402609657	6.57E-08	2.05E-06	PHLDA1
ENSG00000131981	81.81135901	-1.188483592	0.220687726	-5.385363361	7.23E-08	2.23E-06	LGALS3
ENSG00000129515	15.12025998	1.260680328	0.234492325	5.376211483	7.61E-08	2.34E-06	SNX6
ENSG00000162614	3.140867329	4.758510602	0.888767185	5.354057487	8.60E-08	2.62E-06	NEXN
ENSG00000137628	3.391168326	4.385655128	0.820544695	5.344809555	9.05E-08	2.74E-06	DDX60
ENSG00000092295	3.015553726	5.39818326	1.01050512	5.342064236	9.19E-08	2.77E-06	TGM1
ENSG00000196684	3.878041408	3.152967785	0.592873822	5.318109299	1.05E-07	3.13E-06	HSH2D
ENSG00000163568	4.732507454	3.058945195	0.576399894	5.306984312	1.11E-07	3.31E-06	AIM2
ENSG00000153823	4.391606379	-4.222197953	0.796179729	-5.303071403	1.14E-07	3.37E-06	PID1
ENSG00000103056	5.061357447	3.810262884	0.718698333	5.301616423	1.15E-07	3.38E-06	SMPD3
ENSG00000138678	8.029706695	-1.966247448	0.371838229	-5.287910971	1.24E-07	3.62E-06	AGPAT9
ENSG00000172936	4.178548476	2.669153443	0.506229265	5.272617815	1.34E-07	3.92E-06	MYD88
ENSG00000166165	16.27124786	2.769909624	0.526297429	5.263011886	1.42E-07	4.11E-06	CKB
ENSG00000162616	7.599156076	1.910497083	0.364387063	5.243043123	1.58E-07	4.53E-06	DNAJB4
ENSG00000170345	4.20821174	-3.863895714	0.736904121	-5.243417158	1.58E-07	4.53E-06	FOS
ENSG00000010030	2.93843071	5.343792363	1.022325002	5.227097405	1.72E-07	4.90E-06	ETV7
ENSG00000213047	8.072814428	1.774101843	0.34098406	5.20288791	1.96E-07	5.55E-06	DENND1B
ENSG00000141480	6.874795438	-2.172665602	0.417797406	-5.200285049	1.99E-07	5.61E-06	ARRB2
ENSG00000163029	5.766073595	2.34035451	0.450892864	5.19048913	2.10E-07	5.88E-06	SMC6
ENSG00000108691	18.74959141	2.727431883	0.528106167	5.164552235	2.41E-07	6.70E-06	CCL2
ENSG00000104325	15.3286157	1.265577973	0.24531291	5.15903535	2.48E-07	6.87E-06	DECR1
ENSG00000188404	14.51884584	1.539882031	0.299252496	5.145761697	2.66E-07	7.34E-06	SELL
ENSG00000108179	8.72999488	-2.099798487	0.408423248	-5.141231547	2.73E-07	7.48E-06	PPIF
ENSG00000054277	4.824240953	-2.767331109	0.538548437	-5.138499932	2.77E-07	7.56E-06	OPN3
ENSG00000186818	18.1046936	1.365770604	0.268598704	5.084799683	3.68E-07	9.91E-06	LILRB4
ENSG00000115590	17.3352638	-3.61684612	0.712814759	-5.074033716	3.89E-07	1.04E-05	IL1R2
ENSG00000182853	26.6209751	-3.285248816	0.647781394	-5.071539332	3.95E-07	1.05E-05	VMO1
ENSG00000141753	3.076747128	3.780774877	0.746202986	5.0666842	4.05E-07	1.08E-05	IGFBP4
ENSG00000112773	7.031714252	2.408953116	0.476819025	5.052132971	4.37E-07	1.16E-05	FAM46A
ENSG00000169429	102.5537112	-2.963590578	0.587147674	-5.047436458	4.48E-07	1.18E-05	IL8
ENSG00000100596	4.764564718	2.570157423	0.511444	5.025295875	5.03E-07	1.31E-05	SPTLC2
ENSG00000204642	20.39190612	1.197194761	0.238285942	5.024193847	5.06E-07	1.31E-05	HLA-F
ENSG00000100600	12.91094011	1.585624402	0.316715586	5.006461548	5.54E-07	1.44E-05	LGMN
ENSG00000125347	11.79723147	1.423400329	0.285076335	4.993049768	5.94E-07	1.53E-05	IRF1
ENSG00000123240	6.496770572	2.795999926	0.560266139	4.990485291	6.02E-07	1.55E-05	OPTN
ENSG00000197696	6.771455257	-2.88750005	0.578689989	-4.989718335	6.05E-07	1.55E-05	NMB
ENSG00000169136	19.90066839	1.457706166	0.292288887	4.987210364	6.13E-07	1.56E-05	ATF5
ENSG00000103966	7.344943722	1.654463145	0.332755953	4.972001647	6.63E-07	1.67E-05	EHD4
ENSG00000120694	8.670400328	1.66809045	0.33596337	4.965096199	6.87E-07	1.72E-05	HSPH1
ENSG00000077984	49.85215576	-1.202438322	0.242636601	-4.955716974	7.21E-07	1.80E-05	CST7
ENSG00000148180	15.05511402	-1.623446154	0.32844378	-4.942843344	7.70E-07	1.91E-05	GSN
ENSG00000115541	21.09283572	1.25186094	0.253587089	4.936611497	7.95E-07	1.96E-05	HSPE1
ENSG00000128284	5.272128175	2.237123854	0.453213451	4.936137371	7.97E-07	1.96E-05	APOL3
ENSG00000139921	13.49415546	1.502360463	0.304483352	4.934130069	8.05E-07	1.97E-05	TMX1
ENSG00000256262	2.856984584	3.414099946	0.692197365	4.93226371	8.13E-07	1.99E-05	USP30-AS1
ENSG00000178585	7.432632482	-1.803139129	0.368596135	-4.891910022	9.99E-07	2.42E-05	CTNNBIP1
ENSG00000204388	7.319135338	2.794500076	0.571591428	4.888981777	1.01E-06	2.45E-05	HSPA1B
ENSG00000235750	3.082308009	3.044749697	0.62499963	4.871602399	1.11E-06	2.66E-05	KIAA0040
ENSG00000095585	4.059796352	2.323182762	0.478367908	4.85647704	1.19E-06	2.86E-05	BLNK
ENSG00000164096	21.20744039	1.130669746	0.233553741	4.841154499	1.29E-06	3.08E-05	C4orf3
ENSG00000038427	2.57536898	-5.073759546	1.050207315	-4.831198061	1.36E-06	3.21E-05	VCAN
ENSG00000067082	26.78487902	1.131203231	0.234446505	4.82499508	1.40E-06	3.30E-05	KLF6
ENSG00000109861	39.01426415	2.184577459	0.453010692	4.82235298	1.42E-06	3.32E-05	CTSC
ENSG00000130589	3.213910249	2.700439075	0.560247943	4.820078516	1.44E-06	3.34E-05	HELZ2
ENSG00000179750	11.52380876	4.855775302	1.008156764	4.816488341	1.46E-06	3.38E-05	APOBEC3B
ENSG00000101160	22.47015882	1.003253406	0.209369019	4.791794937	1.65E-06	3.81E-05	CTSZ
ENSG00000124201	5.19036818	2.045175625	0.428672182	4.770954845	1.83E-06	4.21E-05	ZNFX1
ENSG00000116954	12.97123985	1.401744609	0.295951354	4.736402086	2.18E-06	4.92E-05	RRAGC
ENSG00000258227	3.590049766	-3.507980887	0.7426325	-4.723710429	2.32E-06	5.22E-05	CLEC5A
ENSG00000172216	13.19149092	-1.78787178	0.378568015	-4.722722756	2.33E-06	5.22E-05	CEBPB
ENSG00000133104	11.34373082	1.35989283	0.288017622	4.721561208	2.34E-06	5.23E-05	SPG20
ENSG00000116161	20.10782292	1.103953546	0.237530925	4.647620297	3.36E-06	7.48E-05	CACYBP
ENSG00000122694	15.21226075	1.508456703	0.324937223	4.64230194	3.45E-06	7.65E-05	GLIPR2
ENSG00000025708	119.8686799	1.131185232	0.245277441	4.611860053	3.99E-06	8.82E-05	TYMP
ENSG00000100418	6.938106792	1.64309785	0.356967949	4.602928235	4.17E-06	9.14E-05	DESI1
ENSG00000173221	10.483799	1.523551071	0.331076329	4.60181214	4.19E-06	9.16E-05	GLRX
ENSG00000117280	5.397443519	2.043181056	0.445353745	4.587771138	4.48E-06	9.76E-05	RAB7L1
ENSG00000135148	3.986758543	2.20564257	0.481153987	4.584067948	4.56E-06	9.90E-05	TRAFD1
ENSG00000073803	5.928324616	1.812394107	0.396127404	4.575280804	4.76E-06	0.000102895	MAP3K13
ENSG00000196116	3.168539401	2.634230318	0.576773066	4.567186773	4.94E-06	0.000106568	TDRD7
ENSG00000146859	3.025783597	3.07646702	0.682909045	4.504944021	6.64E-06	0.000141617	TMEM140
ENSG00000110852	8.985339275	1.742726639	0.386831576	4.505130257	6.63E-06	0.000141617	CLEC2B
ENSG00000165997	2.616064931	3.260515771	0.725644418	4.49326928	7.01E-06	0.000148565	ARL5B
ENSG00000136048	5.239492389	2.397067756	0.533703249	4.491386856	7.08E-06	0.000148844	DRAM1
ENSG00000108679	2.427215722	3.201705577	0.712785137	4.491824271	7.06E-06	0.000148844	LGALS3BP
ENSG00000134470	3.028891745	2.9619284	0.660050014	4.487430254	7.21E-06	0.000151109	IL15RA
ENSG00000197471	4.495670224	2.157539421	0.481357369	4.482198798	7.39E-06	0.000154328	SPN
ENSG00000164430	7.325013374	1.497956449	0.33473796	4.475012189	7.64E-06	0.000159063	MB21D1
ENSG00000106785	3.177703472	2.560110414	0.572818091	4.469325347	7.85E-06	0.000162792	TRIM14
ENSG00000108984	1.92073512	4.748650102	1.066860797	4.451049392	8.55E-06	0.000176678	MAP2K6
ENSG00000168461	8.115024273	1.532470098	0.344549319	4.447752513	8.68E-06	0.0001788	RAB31
ENSG00000097033	13.53803665	1.124874774	0.253453266	4.438194038	9.07E-06	0.000186292	SH3GLB1
ENSG00000178685	2.846707814	2.846111081	0.643866254	4.420345164	9.85E-06	0.000201681	PARP10
ENSG00000171155	5.498882739	1.832006471	0.414756315	4.41706709	1.00E-05	0.000204073	C1GALT1C1
ENSG00000198178	4.847740328	3.4540282	0.783634354	4.407703905	1.04E-05	0.00021167	CLEC4C
ENSG00000156234	5.39218833	4.998093996	1.139879152	4.384757794	1.16E-05	0.000233696	CXCL13
